Slang,Makna,No_Konteks,Konteks
justruu,justru,2635,@AREAJULID Temenku saat itu sering nangis gajelas dan berubah jd penyendiri lalu dia iseng cek di website gitu untuk mengetahui kondisi mentalnya. Hasil yg dia dpt depresi berat. Beberapa hari kmudian dia ke profesional dan hasil diagnose nya justruu lebih parah. Kalo bgini gimana?
testnya,tesnya,2636,"@ursxdinary Bae2 penyakit nder, jgn sombong, nanti klo hasil testnya gak sesuai ekspetasi nangis, depresi, mau bundir 😄🤣 ato trnyata gak brani test trus klo tiba2 ditengah jalan drop tau2nya udh masuk icu trnyata udh masuk fase aids, pikirin lagi nder sm tindakan lu itu klo gak safety"
trnyata,termyata,2636,"@ursxdinary Bae2 penyakit nder, jgn sombong, nanti klo hasil testnya gak sesuai ekspetasi nangis, depresi, mau bundir 😄🤣 ato trnyata gak brani test trus klo tiba2 ditengah jalan drop tau2nya udh masuk icu trnyata udh masuk fase aids, pikirin lagi nder sm tindakan lu itu klo gak safety"
icu,,2636,"@ursxdinary Bae2 penyakit nder, jgn sombong, nanti klo hasil testnya gak sesuai ekspetasi nangis, depresi, mau bundir 😄🤣 ato trnyata gak brani test trus klo tiba2 ditengah jalan drop tau2nya udh masuk icu trnyata udh masuk fase aids, pikirin lagi nder sm tindakan lu itu klo gak safety"
aids,,2636,"@ursxdinary Bae2 penyakit nder, jgn sombong, nanti klo hasil testnya gak sesuai ekspetasi nangis, depresi, mau bundir 😄🤣 ato trnyata gak brani test trus klo tiba2 ditengah jalan drop tau2nya udh masuk icu trnyata udh masuk fase aids, pikirin lagi nder sm tindakan lu itu klo gak safety"
safety,,2636,"@ursxdinary Bae2 penyakit nder, jgn sombong, nanti klo hasil testnya gak sesuai ekspetasi nangis, depresi, mau bundir 😄🤣 ato trnyata gak brani test trus klo tiba2 ditengah jalan drop tau2nya udh masuk icu trnyata udh masuk fase aids, pikirin lagi nder sm tindakan lu itu klo gak safety"
ftv,,2639,"@edgarhamas Lagipula, fokus film nya bukan LGBT nya. Fokus film nya soal depresi. Juga soal fantasi superhero scr umum. Penggambaran punya ortu LGBT itu cuma background. Sama spt FTV Indosiar yg bapaknya pemabuk, main judi, zalim ke anak istri. Kita tau itu ga sesuai Islam, ya jgn diikutin"
indosiar,,2639,"@edgarhamas Lagipula, fokus film nya bukan LGBT nya. Fokus film nya soal depresi. Juga soal fantasi superhero scr umum. Penggambaran punya ortu LGBT itu cuma background. Sama spt FTV Indosiar yg bapaknya pemabuk, main judi, zalim ke anak istri. Kita tau itu ga sesuai Islam, ya jgn diikutin"
diikutin,diikuti,2639,"@edgarhamas Lagipula, fokus film nya bukan LGBT nya. Fokus film nya soal depresi. Juga soal fantasi superhero scr umum. Penggambaran punya ortu LGBT itu cuma background. Sama spt FTV Indosiar yg bapaknya pemabuk, main judi, zalim ke anak istri. Kita tau itu ga sesuai Islam, ya jgn diikutin"
ayaka,,2642,@tavtaglia wajahnya ayaka kaya senyum depresi
june,,2643,DEPRESI BANGET GUA JUNE GAKBISA NONTON KESANA
gakbisa,tidak bisa,2643,DEPRESI BANGET GUA JUNE GAKBISA NONTON KESANA
genggg,geng,2644,"Genggg kalo ada temenmu depresi di rangkul yaa, jangan malah di surih diem tapi ga nolongin apa-apa. Aku kaget banget ada orang lagi depresi malah di suruh diem. Mereka itu lagi teriak minta tolong tapi mungkin caranya beragam. Yuk salaing merangkul 😊😊"
salaing,,2644,"Genggg kalo ada temenmu depresi di rangkul yaa, jangan malah di surih diem tapi ga nolongin apa-apa. Aku kaget banget ada orang lagi depresi malah di suruh diem. Mereka itu lagi teriak minta tolong tapi mungkin caranya beragam. Yuk salaing merangkul 😊😊"
chance,,2645,"hai kak! thanks for the chance ✨✨. hayuk mutualan tapi akunku gado2 huhu oiyaa mau rekomen buku A untuk Amanda, buku young adult yg bahas tentang depresi &amp; impostor syndrome yg dialami Amanda! https://t.co/srzL6g7seC"
oiyaa,oh iya,2645,"hai kak! thanks for the chance ✨✨. hayuk mutualan tapi akunku gado2 huhu oiyaa mau rekomen buku A untuk Amanda, buku young adult yg bahas tentang depresi &amp; impostor syndrome yg dialami Amanda! https://t.co/srzL6g7seC"
impostor,,2645,"hai kak! thanks for the chance ✨✨. hayuk mutualan tapi akunku gado2 huhu oiyaa mau rekomen buku A untuk Amanda, buku young adult yg bahas tentang depresi &amp; impostor syndrome yg dialami Amanda! https://t.co/srzL6g7seC"
kufollow,kuikuti,2648,"@manntuibumu sebenarnya akun2 yg kufollow itu jg menurutku rawan bikin self-diagnose sih kak, kadang ada konten edukasi misal tentang gejala depresi. pasti isi komentarnya penuh ""aku bgt ini"" wkwk. kadang mending sih diarahkan buat konseling, tp orang2 udh trlanjur ngeklaim sendiri gitu wkw:("
trlanjur,terlanjur,2648,"@manntuibumu sebenarnya akun2 yg kufollow itu jg menurutku rawan bikin self-diagnose sih kak, kadang ada konten edukasi misal tentang gejala depresi. pasti isi komentarnya penuh ""aku bgt ini"" wkwk. kadang mending sih diarahkan buat konseling, tp orang2 udh trlanjur ngeklaim sendiri gitu wkw:("
renkyung,,2649,"@nouenpouts @blossomnare biarkan renkyung bahagia, km sama aku sjh di jamin depresi.guyon🤙🏿"
sjh,saja,2649,"@nouenpouts @blossomnare biarkan renkyung bahagia, km sama aku sjh di jamin depresi.guyon🤙🏿"
diremehin,diremehi,2651,"@AREAJULID Bener sih ini, tapi kasian juga yg beneran punya permasalahan mental health sendiri nanti nya kondisinya diremehin, malah dibilang baperan lah, over sensitif lah. Yg punya masalah mental juga nggak mau dan pinginnya cepet sembuh. Ini malah gampang bgt klaim bipolar, ocd, bpd."
baperan,bawa perasaan,2651,"@AREAJULID Bener sih ini, tapi kasian juga yg beneran punya permasalahan mental health sendiri nanti nya kondisinya diremehin, malah dibilang baperan lah, over sensitif lah. Yg punya masalah mental juga nggak mau dan pinginnya cepet sembuh. Ini malah gampang bgt klaim bipolar, ocd, bpd."
pinginnya,inginnya,2651,"@AREAJULID Bener sih ini, tapi kasian juga yg beneran punya permasalahan mental health sendiri nanti nya kondisinya diremehin, malah dibilang baperan lah, over sensitif lah. Yg punya masalah mental juga nggak mau dan pinginnya cepet sembuh. Ini malah gampang bgt klaim bipolar, ocd, bpd."
diteriakin,diteriaki,2652,@AREAJULID Diteriakin emak disuruh angkat jemuran langsung depresi wkwkwk
owwhh,oh,2653,@perahura owwhh owner kmu depresi tuch
owner,pemilik,2653,@perahura owwhh owner kmu depresi tuch
tuch,itu,2653,@perahura owwhh owner kmu depresi tuch
agnation,,2654,@Gogon__Halu @sourkenti @babadoknation @01forreal @awpechundragun @lendir__iblis @nyaiwaringin @ceu_molen @NyaiGogon Dimana letak bipolar? Kan lu nanya gue jawab fakta agnation berhasil maju. Lah lu kapan? 🤭
woof,,2655,@HAITANlRAN guk guk guk woof bark auuuu (read: yg depresi bkn cmn ownernya kack ini keluarga gila)
bark,,2655,@HAITANlRAN guk guk guk woof bark auuuu (read: yg depresi bkn cmn ownernya kack ini keluarga gila)
auuuu,,2655,@HAITANlRAN guk guk guk woof bark auuuu (read: yg depresi bkn cmn ownernya kack ini keluarga gila)
ownernya,,2655,@HAITANlRAN guk guk guk woof bark auuuu (read: yg depresi bkn cmn ownernya kack ini keluarga gila)
kack,,2655,@HAITANlRAN guk guk guk woof bark auuuu (read: yg depresi bkn cmn ownernya kack ini keluarga gila)
ggvk,,2656,"Entah apa alasan lu . Tp ttp lu gk pantes buat Ggvk.. Bikin org sampe depresi berat , gila ajaa lu masih berharap ggvk baik2 aja stlh di tinggal, masih panggil2 baby 😏 Otak lu di mnaa"
ajaa,saja,2656,"Entah apa alasan lu . Tp ttp lu gk pantes buat Ggvk.. Bikin org sampe depresi berat , gila ajaa lu masih berharap ggvk baik2 aja stlh di tinggal, masih panggil2 baby 😏 Otak lu di mnaa"
mnaa,mana,2656,"Entah apa alasan lu . Tp ttp lu gk pantes buat Ggvk.. Bikin org sampe depresi berat , gila ajaa lu masih berharap ggvk baik2 aja stlh di tinggal, masih panggil2 baby 😏 Otak lu di mnaa"
ha,,2660,@geloraco Ha haha….. RUHUT sdh pikun alias depresi
ruhut,,2660,@geloraco Ha haha….. RUHUT sdh pikun alias depresi
bisex,,2661,@michaeljacksssn Kalaupun berhasil paling mentok bisex atau depresi
pep,,2662,@SiaranBolaLive Pep agak depresi
nikita,,2666,Cie si akun asli lambe agnezmo follow nikita mirzani cieee munafik ah oh apa bipolar .. Kompak ya fans agnezmo ini kadang kadang 😌ya gimana ga fans sama agnezmo intro dia aja kadang kadang niru nikita di youtube https://t.co/sQYfOIuTHZ
mirzani,,2666,Cie si akun asli lambe agnezmo follow nikita mirzani cieee munafik ah oh apa bipolar .. Kompak ya fans agnezmo ini kadang kadang 😌ya gimana ga fans sama agnezmo intro dia aja kadang kadang niru nikita di youtube https://t.co/sQYfOIuTHZ
cieee,cie,2666,Cie si akun asli lambe agnezmo follow nikita mirzani cieee munafik ah oh apa bipolar .. Kompak ya fans agnezmo ini kadang kadang 😌ya gimana ga fans sama agnezmo intro dia aja kadang kadang niru nikita di youtube https://t.co/sQYfOIuTHZ
niru,meniru,2666,Cie si akun asli lambe agnezmo follow nikita mirzani cieee munafik ah oh apa bipolar .. Kompak ya fans agnezmo ini kadang kadang 😌ya gimana ga fans sama agnezmo intro dia aja kadang kadang niru nikita di youtube https://t.co/sQYfOIuTHZ
ngrasani,,2667,Teman naik gunung dan ngrasani dunia sudah menikah dan kini istrinya tengah mengandung anak pertama mereka. Teman benbenan (baca ngrental studio musik) baru saja melamar anak orang. Saya? Masih bergulat dengan depresi dan sepertinya tidak akan sampai pada fase mereka 🤣🤣🤣 https://t.co/PfJU2erQmC
benbenan,,2667,Teman naik gunung dan ngrasani dunia sudah menikah dan kini istrinya tengah mengandung anak pertama mereka. Teman benbenan (baca ngrental studio musik) baru saja melamar anak orang. Saya? Masih bergulat dengan depresi dan sepertinya tidak akan sampai pada fase mereka 🤣🤣🤣 https://t.co/PfJU2erQmC
ngrental,merental,2667,Teman naik gunung dan ngrasani dunia sudah menikah dan kini istrinya tengah mengandung anak pertama mereka. Teman benbenan (baca ngrental studio musik) baru saja melamar anak orang. Saya? Masih bergulat dengan depresi dan sepertinya tidak akan sampai pada fase mereka 🤣🤣🤣 https://t.co/PfJU2erQmC
ngeblank,,2668,"Dramanya bagus banget. Scene tentang ibu yang depresi krn kehilangan anak, ini relate banget, depresi emang kayak gitu rasanya. Ngeblank tiba2, nangis tiba2. Dulu pas gagal ASI, untung suami bilang ""Nggak papa, nggak asi nggak papa, sufor juga nggak papa, yang penting sehat"" 😭 https://t.co/uTYyhehlL7"
sufor,,2668,"Dramanya bagus banget. Scene tentang ibu yang depresi krn kehilangan anak, ini relate banget, depresi emang kayak gitu rasanya. Ngeblank tiba2, nangis tiba2. Dulu pas gagal ASI, untung suami bilang ""Nggak papa, nggak asi nggak papa, sufor juga nggak papa, yang penting sehat"" 😭 https://t.co/uTYyhehlL7"
iyah,iya,2670,"@ceutyaa @tanyakanrl Iyah ya ka. Apalagi kalau dikatain ""Sok depresi. Kurang ibadah itu"" Ya Allah. Gak tahu aja di setiap aku shalat nangis nangis. Bahkan jalan jalan aja gak tenang kalau belum shalat dan nemu masjid."
shalat,salat,2670,"@ceutyaa @tanyakanrl Iyah ya ka. Apalagi kalau dikatain ""Sok depresi. Kurang ibadah itu"" Ya Allah. Gak tahu aja di setiap aku shalat nangis nangis. Bahkan jalan jalan aja gak tenang kalau belum shalat dan nemu masjid."
rukyah,rukyat,2672,"Maap ngetweet gini karena liat orang depresi berat kok di rukyah. Itu dia sakit hati banget loh. Dia merasa sudah nggak ada kepercayaan lagi sama orang yang bawa dia ke rukyah. Siapa lagi kalo bukan keluarganya sendiri? Padahal, keluarga satu2nya harapan dia. So, hopeless."
ngasi,mengasih,2674,"@nntxx114 @itsmecintya_ @tifasyifa @yoonjaehyuvk @garamsakur @zupazk @sygkimAjun @starfess Iyaa gegara anaknya bapak ini bunuh diri karena jd korban bully, knetz kasian sama korban yg udh depresi tp pelaku bisa hidup tenang &amp; dicintai banyak org Sebenernya kasus ini bisa aja sih dibalikin klo agensi jg ngasi bukti, jd kan enak ada bantahan kyk ini loh buktinya"
jlan,jalan,2675,@Prambors Lebih depresi lgi pas mau jlan jlan keluar mlah macet parah 😅😅😅
mlah,malah,2675,@Prambors Lebih depresi lgi pas mau jlan jlan keluar mlah macet parah 😅😅😅
zonk,sial,2676,"@disyarinda Masalahnya saya kejeblos di psikiater pertama. First time cari pertolongan ahli, malah zonk. Pulang dari kliniknya malah tambah depresi dan feel useless. Sejak itu kapok, takut salah dapet psikolog lagi. 😁"
stephanie,,2678,"@naonceunahsia @Gogon__Halu @01forreal @babadoknation @sourkenti @awpechundragun @lendir__iblis @nyaiwaringin @ceu_molen @NyaiGogon Biarin Stephanie keren, tulus keren. Yg ga keren dia jaga jamban kesepian jadi modal opini 😂🤣 abaikan aja udah kalah telak dia 🤣 kasihan emang depresi ga paham sistem chart taunya sistem jaga jamban dan bersihin jamban pake muncungnya 🤣"
chart,,2678,"@naonceunahsia @Gogon__Halu @01forreal @babadoknation @sourkenti @awpechundragun @lendir__iblis @nyaiwaringin @ceu_molen @NyaiGogon Biarin Stephanie keren, tulus keren. Yg ga keren dia jaga jamban kesepian jadi modal opini 😂🤣 abaikan aja udah kalah telak dia 🤣 kasihan emang depresi ga paham sistem chart taunya sistem jaga jamban dan bersihin jamban pake muncungnya 🤣"
bersihin,bersihi,2678,"@naonceunahsia @Gogon__Halu @01forreal @babadoknation @sourkenti @awpechundragun @lendir__iblis @nyaiwaringin @ceu_molen @NyaiGogon Biarin Stephanie keren, tulus keren. Yg ga keren dia jaga jamban kesepian jadi modal opini 😂🤣 abaikan aja udah kalah telak dia 🤣 kasihan emang depresi ga paham sistem chart taunya sistem jaga jamban dan bersihin jamban pake muncungnya 🤣"
muncungnya,,2678,"@naonceunahsia @Gogon__Halu @01forreal @babadoknation @sourkenti @awpechundragun @lendir__iblis @nyaiwaringin @ceu_molen @NyaiGogon Biarin Stephanie keren, tulus keren. Yg ga keren dia jaga jamban kesepian jadi modal opini 😂🤣 abaikan aja udah kalah telak dia 🤣 kasihan emang depresi ga paham sistem chart taunya sistem jaga jamban dan bersihin jamban pake muncungnya 🤣"
fansite,,2679,@parksubakssi nih kak biar g depresi nyari fansite Jay😭😭😭 https://t.co/8whQ49bXlx
jay,,2679,@parksubakssi nih kak biar g depresi nyari fansite Jay😭😭😭 https://t.co/8whQ49bXlx
dikabarin,dikabari,2680,"kemaren2 dikabarin katanya sakit, strpke katanya. taunya depresi 😔"
strpke,,2680,"kemaren2 dikabarin katanya sakit, strpke katanya. taunya depresi 😔"
hetero,,2683,"@voallure Sayangnya hetero / lgbt bukan gaya2an sih. Yah kalau nanti ada rasa2 stress, depresi, psikosomatik ya konsul ke psikiater ya.."
readd,baca,2684,"@literarybase forever monday. saking bagusnya gua kuat klo re-readd. gua kek depresi abis bacanya, butuh waktu 2 mingguan buat kembali menjadi normal seperti biasa sehabis namatin, susah bgt keluar dari suasananyaaa depresot"
namatin,menamatkan,2684,"@literarybase forever monday. saking bagusnya gua kuat klo re-readd. gua kek depresi abis bacanya, butuh waktu 2 mingguan buat kembali menjadi normal seperti biasa sehabis namatin, susah bgt keluar dari suasananyaaa depresot"
suasananyaaa,suasananya,2684,"@literarybase forever monday. saking bagusnya gua kuat klo re-readd. gua kek depresi abis bacanya, butuh waktu 2 mingguan buat kembali menjadi normal seperti biasa sehabis namatin, susah bgt keluar dari suasananyaaa depresot"
ayank,sayang,2685,depresi sm ayank
anxious,,2686,"Ya makanya bener2 ngerasain OT,anxious dan depresi dua tahun kemarin ini karna emang masalah sekecil apapun itu jadi besarrrrrrr bangettt saya pikirin. Kenapa? Ya karna itu dirumah tuh literally ga ada kerjaan gabut mau keluar temen pada kena lockdown di kota."
besarrrrrrr,besar,2686,"Ya makanya bener2 ngerasain OT,anxious dan depresi dua tahun kemarin ini karna emang masalah sekecil apapun itu jadi besarrrrrrr bangettt saya pikirin. Kenapa? Ya karna itu dirumah tuh literally ga ada kerjaan gabut mau keluar temen pada kena lockdown di kota."
mengasikkan,menyenangkan,2687,"Mengestetikkan suatu perasaan yang menyakitkan seperti patah hati atau depresi itu ternyata sulit, tapi mengasikkan juga👍 Tgl 15 nanti masih ada satu orang lagi yang akan patah hati :"")) semoga aku tetap bisa baik-baik saja."
garem,garam,2688,"@gaskafedi Minum kopi pke garem dikit juga bisa loh bikin kita gak tidur , setahu aku gtu sih Gak semua org yg gak tidur+gelagatnya aneh disambungin pke sabu kali .. mereka yg sehat+normal aja kelakuannya tiba2 keciduk bnyak juga, kali aja dia bnyak masalah/emg lagi depresi aja"
tidurgelagatnya,tidur gelagatnya,2688,"@gaskafedi Minum kopi pke garem dikit juga bisa loh bikin kita gak tidur , setahu aku gtu sih Gak semua org yg gak tidur+gelagatnya aneh disambungin pke sabu kali .. mereka yg sehat+normal aja kelakuannya tiba2 keciduk bnyak juga, kali aja dia bnyak masalah/emg lagi depresi aja"
disambungin,disambungi,2688,"@gaskafedi Minum kopi pke garem dikit juga bisa loh bikin kita gak tidur , setahu aku gtu sih Gak semua org yg gak tidur+gelagatnya aneh disambungin pke sabu kali .. mereka yg sehat+normal aja kelakuannya tiba2 keciduk bnyak juga, kali aja dia bnyak masalah/emg lagi depresi aja"
sehatnormal,sehat normal,2688,"@gaskafedi Minum kopi pke garem dikit juga bisa loh bikin kita gak tidur , setahu aku gtu sih Gak semua org yg gak tidur+gelagatnya aneh disambungin pke sabu kali .. mereka yg sehat+normal aja kelakuannya tiba2 keciduk bnyak juga, kali aja dia bnyak masalah/emg lagi depresi aja"
smingguan,semingguan,2689,Klo depresi gue udh mulai kambuh rasanya pengen skip hari2 tiba2 udh smingguan aja lewat hidup kaya zombi.
zombi,,2689,Klo depresi gue udh mulai kambuh rasanya pengen skip hari2 tiba2 udh smingguan aja lewat hidup kaya zombi.
skrang,sekarang,2690,"@Askrlfess orang jaman skrang saking enaknya jadi ngada ngada masalah... ada yg completely fine tp badmood bentar dan di diagnosis sendiri kalo dia ada depresi, puncak komedi"
ngada,mengada,2690,"@Askrlfess orang jaman skrang saking enaknya jadi ngada ngada masalah... ada yg completely fine tp badmood bentar dan di diagnosis sendiri kalo dia ada depresi, puncak komedi"
